0,0
962,0
1924,0
2885,0
3848,0
4810,0
5771,0
6733,0
7696,0
8657,0
9620,0
10582,0
11543,0
12506,0
13467,0
14430,0
15392,0
16354,0
17315,0
18278,0
19240,0
20201,0
21164,0
22126,0
23087,0
24050,0
25012,0
25974,0
26935,0
27898,0
28860,0
29821,0
30784,0
31745,0
32708,0
33670,0
34631,0
35594,0
36556,0
37517,0
38480,0
39442,0
40403,0
41366,0
42328,0
43289,0
44252,0
45214,0
46175,0
47138,0
48100,0
49062,0
50024,0
50986,0
51948,0
52910,0
53871,0
54834,0
55796,0
56757,0
57720,0
58682,0
59643,0
60606,0
61568,0
62530,0
63491,0
64454,0
65416,0
66377,0
67340,0
68302,0
69263,0
70226,0
71188,0
72149,0
73112,0
74074,0
75035,0
75998,0
76960,0
77921,0
78884,0
79846,0
80807,0
81770,0
82732,0
83693,0
84656,0
85618,0
86579,0
87542,0
88504,0
89465,0
90428,0
91390,0
92351,0
93314,0
94276,0
95238,0
96200,0
97162,0
98124,0
99086,0
100048,0
101010,0
101972,0
102934,0
103896,0
104858,0
105820,0
106782,0
107743,0
108706,0
109668,0
110629,0
111592,0
112554,0
113515,0
114478,0
115440,0
116401,0
117364,0
118326,0
119287,0
120250,0
121212,0
122173,0
123136,0
124098,0
125060,0
126022,0
126983,0
127946,0
128908,0
129869,0
130832,0
131794,0
132755,0
133718,0
134680,0
135641,0
136604,0
137566,0
138527,0
139490,0
140452,0
141413,0
142376,0
143338,0
144299,0
145262,0
146224,0
147185,0
148148,0
149110,0
150071,0
151034,0
151996,0
152957,0
153920,0
154882,0
155843,0
156806,0
157768,0
158729,0
159692,0
160654,0
161615,0
162578,0
163540,0
164501,0
165464,0
166426,0
167387,0
168350,0
169312,0
170273,0
171236,0
172198,0
173159,0
174122,0
175084,0
176045,0
177008,0
177970,0
178931,0
179894,0
180856,0
181817,0
182780,0
183742,0
184703,0
185666,0
186628,0
187590,0
188552,0
189514,0
190476,0
191438,0
192400,0
193362,0
194324,0
195286,0
196248,0
197210,0
198172,0
199134,0
200096,0
201058,0
202020,0
202982,0
203944,0
204906,0
205868,0
206830,0
207792,0
208754,0
209716,0
210678,0
211640,0
212601,0
213564,0
214526,0
215487,0
216450,0
217412,0
218373,0
219336,0
220298,0
221259,0
222222,0
223184,0
224145,0
225108,0
226070,0
227031,0
227994,0
228956,0
229917,0
230880,0
231842,0
232803,0
233766,0
234728,0
235689,0
236652,0
237614,0
238575,0
239538,0
240500,0
241461,0
242424,0
243386,0
244347,0
245310,0
246272,0
247233,0
248196,0
249158,0
250120,0
251081,0
252044,0
253006,0
253967,0
254930,0
255892,0
256853,0
257816,0
258778,0
259739,0
260702,0
261664,0
262625,0
263588,0
264550,0
265511,0
266474,0
267436,0
268397,0
269360,0
270322,0
271283,0
272246,0
273208,0
274169,0
275132,0
276094,0
277055,0
278018,0
278980,0
279941,0
280904,0
281866,0
282827,0
283790,0
284752,0
285713,0
286676,0
287638,0
288599,0
289562,0
290524,0
291485,0
292448,0
293410,0
294371,0
295334,0
296296,0
297257,0
298220,0
299182,0
300143,0
301106,0
302068,0
303029,0
303992,0
304954,0
305915,0
306878,0
307840,0
308801,0
309764,0
310726,0
311687,0
312650,0
313612,0
314573,0
315536,0
316498,0
317459,0
318422,0
319384,0
320345,0
321308,0
322270,0
323231,0
324194,0
325156,0
326117,0
327080,0
328042,0
329003,0
329966,0
330928,0
331889,0
332852,0
333814,0
334775,0
335738,0
336700,0
337661,0
338624,0
339586,0
340547,0
341510,0
342472,0
343433,0
344396,0
345358,0
346319,0
347282,0
348244,0
349205,0
350168,0
351130,0
352091,0
353054,0
354016,0
354977,0
355940,0
356902,0
357863,0
358826,0
359788,0
360749,0
361712,0
362674,0
363635,0
364598,0
365560,0
366521,0
367484,0
368446,0
369407,0
370370,0
371332,0
372294,0
373256,0
374218,0
375180,0
376142,0
377104,0
378066,0
379028,0
379990,0
380952,0
381914,0
382876,0
383838,0
384800,0
385762,0
386724,0
387686,0
388648,0
389610,0
390572,0
391534,0
392496,0
393458,0
394420,0
395382,0
396344,0
397306,0
398268,0
399230,0
400192,0
401154,0
402116,0
403078,0
404040,0
405002,0
405964,0
406926,0
407888,0
408850,0
409812,0
410774,0
411736,0
412698,0
413660,0
414622,0
415584,0
416546,0
417508,0
418470,0
419432,0
420394,0
421356,0
422318,0
423280,0
424242,0
425203,0
426166,0
427128,0
428089,0
429052,0
430014,0
430975,0
431938,0
432900,0
433861,0
434824,0
435786,0
436747,0
437710,0
438672,0
439633,0
440596,0
441558,0
442519,0
443482,0
444444,0
445405,0
446368,0
447330,0
448291,0
449254,0
450216,0
451177,0
452140,0
453102,0
454063,0
455026,0
455988,0
456949,0
457912,0
458874,0
459835,0
460798,0
461760,0
462721,0
463684,0
464646,0
465607,0
466570,0
467532,0
468493,0
469456,0
470418,0
471379,0
472342,0
473304,0
474265,0
475228,0
476190,0
477151,0
478114,0
479076,0
480037,0
481000,0
481962,0
482923,0
483886,0
484848,0
485809,0
486772,0
487734,0
488695,0
489658,0
490620,0
491581,0
492544,0
493506,0
494467,0
495430,0
496392,0
497353,0
498316,0
499278,0
500240,0
501202,0
502163,0
503125,0
504088,0
505050,0
506012,0
506974,0
507935,0
508897,0
509860,0
510822,0
511784,0
512746,0
513707,0
514669,0
515632,0
516594,0
517556,0
518518,0
519479,0
520441,0
521404,0
522366,0
523328,0
524290,0
525251,0
526214,0
