time,rpm
1.774632453918457,20.00
2.0242857933044434,40.00
2.2731823921203613,80.00
2.52426815032959,40.00
2.7736504077911377,80.00
3.0235912799835205,80.00
3.2743289470672607,80.00
3.5273332595825195,80.00
3.7776503562927246,120.00
4.027005672454834,0.00
4.276918172836304,0.00
4.526477813720703,0.00
